,name,id,nametype,recclass,mass_grams,fall,year,reclat,reclong,geolocation,geometry,state_abbrev_x,state,county,country,elevation,state_abbrev,FIPS
1352,Powellsville,18880,Valid,H5,4310.0,Found,1990,38.66667,-82.78333,"(38.66667, -82.78333)",POINT (-82.78333 38.66667),None_Found,Ohio,Scioto County,United States,194.0,OH,39
1353,Tarlton,23880,Valid,H4,226.5,Found,1967,39.32,-82.37,"(39.32, -82.37)",POINT (-82.37 39.32),None_Found,Ohio,Vinton County,United States,264.0,OH,39
1354,Wooster,24336,Valid,"Iron, IAB-sLL",22700.0,Found,1858,40.76667,-81.95,"(40.76667, -81.95)",POINT (-81.95 40.76667),None_Found,Ohio,Wayne County,United States,262.0,OH,39
1355,New Orleans,16960,Valid,H5,19256.0,Fell,2003,29.94718,-90.10976,"(29.94718, -90.10976)",POINT (-90.10976 29.94718),None_Found,Louisiana,Orleans Parish,United States,4.0,LA,22
1356,Atlanta,4886,Valid,EL6,5500.0,Found,1938,31.8,-92.75,"(31.8, -92.75)",POINT (-92.75 31.8),None_Found,Louisiana,Winn Parish,United States,63.0,LA,22
1357,Greenwell Springs,11195,Valid,LL4,664.0,Found,1987,30.51528,-91.01222,"(30.51528, -91.01222)",POINT (-91.01222 30.51528),None_Found,Louisiana,East Baton Rouge Parish,United States,23.0,LA,22
1358,Orlando,34489,Valid,Eucrite,180.0,Fell,2004,28.5475,-81.36222,"(28.5475, -81.36222)",POINT (-81.36222 28.5475),None_Found,Florida,Orange County,United States,36.0,FL,12
1359,Bonita Springs,5104,Valid,H5,41800.0,Found,1938,26.26667,-81.75,"(26.26667, -81.75)",POINT (-81.75 26.26667),None_Found,Florida,Collier County,United States,11.0,FL,12
1360,Eustis,10065,Valid,H4,502.0,Found,1918,28.83333,-81.68333,"(28.83333, -81.68333)",POINT (-81.68333 28.83333),None_Found,Florida,Lake County,United States,32.0,FL,12
1361,Grayton,11177,Valid,H5,11300.0,Found,1983,30.31167,-86.16667,"(30.31167, -86.16667)",POINT (-86.16667 30.31167),None_Found,Florida,Walton County,United States,-16.0,FL,12
1362,Okechobee,18001,Valid,L4,1000.0,Found,1916,26.68333,-80.8,"(26.68333, -80.8)",POINT (-80.8 26.68333),None_Found,Florida,Palm Beach County,United States,8.0,FL,12
1363,Red Canyon Lake,53502,Valid,H5,18.41,Fell,2007,38.13742,-119.75812,"(38.13742, -119.75812)",POINT (-119.75812 38.13742),None_Found,California,Tuolumne County,United States,2473.0,CA,6
1364,San Juan Capistrano,23128,Valid,H6,56.0,Fell,1973,33.48472,-117.6625,"(33.48472, -117.6625)",POINT (-117.6625 33.48472),None_Found,California,Orange County,United States,77.0,CA,6
1365,Sutter's Mill,55529,Valid,C,992.5,Fell,2012,38.80389,-120.90806,"(38.80389, -120.90806)",POINT (-120.90806 38.80389),None_Found,California,El Dorado County,United States,270.0,CA,6
1366,Borrego,5115,Valid,L6,2126.0,Found,1930,33.26667,-116.38333,"(33.26667, -116.38333)",POINT (-116.38333 33.26667),None_Found,California,San Diego County,United States,189.0,CA,6
1367,Bruceville,5155,Valid,L6,83000.0,Found,1998,38.295,-121.405,"(38.295, -121.405)",POINT (-121.405 38.295),None_Found,California,Sacramento County,United States,5.0,CA,6
1368,Canyon City,5256,Valid,"Iron, IIIAB",8600.0,Found,1875,40.9,-123.1,"(40.9, -123.1)",POINT (-123.1 40.9),None_Found,California,Trinity County,United States,1134.0,CA,6
1369,Cargo Muchacho Mountains,50912,Valid,CO3,2860.0,Found,2000,32.91745,-114.767183,"(32.91745, -114.767183)",POINT (-114.767183 32.91745),None_Found,California,,United States,265.0,CA,6
1370,Chicago Valley,44706,Valid,L5,26.0,Found,2004,36.00217,-116.19633,"(36.00217, -116.19633)",POINT (-116.19633 36.00217),None_Found,California,Inyo County,United States,674.0,CA,6
1371,Chocolate Mountains,52013,Valid,Ureilite,699.0,Found,2004,33.01222,-114.86667,"(33.01222, -114.86667)",POINT (-114.86667 33.01222),None_Found,California,,United States,238.0,CA,6
1372,Chuckwalla,5361,Valid,"Iron, IAB-MG",1802.0,Found,1992,35.25,-118.09067,"(35.25, -118.09067)",POINT (-118.09067 35.25),None_Found,California,Kern County,United States,1038.0,CA,6
1373,Coyote Dry Lake 001,30452,Valid,H5,338.0,Found,1995,35.05017,-116.76683,"(35.05017, -116.76683)",POINT (-116.76683 35.05017),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1374,Coyote Dry Lake 002,30453,Valid,H5-6,106.7,Found,1998,35.04753,-116.73092,"(35.04753, -116.73092)",POINT (-116.73092 35.04753),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1375,Coyote Dry Lake 003,30454,Valid,H5,255.72,Found,1998,35.08808,-116.75398,"(35.08808, -116.75398)",POINT (-116.75398 35.08808),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1376,Coyote Dry Lake 024,30455,Valid,H5,2430.0,Found,1999,35.0715,-116.77205,"(35.0715, -116.77205)",POINT (-116.77205 35.0715),None_Found,California,CAL Fire San Bernardino Unit,United States,521.0,CA,6
1377,Coyote Dry Lake 033,30456,Valid,H5,5220.0,Found,1999,35.05605,-116.7763,"(35.05605, -116.7763)",POINT (-116.7763 35.05605),None_Found,California,San Bernardino County,United States,528.0,CA,6
1378,Coyote Dry Lake 040,30457,Valid,H4,344.0,Found,1999,35.09373,-116.76343,"(35.09373, -116.76343)",POINT (-116.76343 35.09373),None_Found,California,San Bernardino County,United States,524.0,CA,6
1379,Coyote Dry Lake 054,30458,Valid,H5,392.8,Found,1999,35.07667,-116.74667,"(35.07667, -116.74667)",POINT (-116.74667 35.07667),None_Found,California,CAL Fire San Bernardino Unit,United States,521.0,CA,6
1380,Coyote Dry Lake 061,30459,Valid,H5,2134.0,Found,1999,35.05242,-116.7667,"(35.05242, -116.7667)",POINT (-116.7667 35.05242),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1381,Coyote Dry Lake 063,30460,Valid,H4,67.61,Found,1999,35.05878,-116.773,"(35.05878, -116.773)",POINT (-116.773 35.05878),None_Found,California,CAL Fire San Bernardino Unit,United States,524.0,CA,6
1382,Coyote Dry Lake 064,30461,Valid,H5,1364.31,Found,1999,35.058170000000004,-116.7743,"(35.05817, -116.7743)",POINT (-116.7743 35.05817),None_Found,California,CAL Fire San Bernardino Unit,United States,525.0,CA,6
1383,Coyote Dry Lake 067,30462,Valid,L6,412.05,Found,1999,35.03815,-116.7531,"(35.03815, -116.7531)",POINT (-116.7531 35.03815),None_Found,California,CAL Fire San Bernardino Unit,United States,526.0,CA,6
1384,Coyote Dry Lake 080,30463,Valid,H5,278.1,Found,1999,35.074020000000004,-116.76117,"(35.07402, -116.76117)",POINT (-116.76117 35.07402),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1385,Coyote Dry Lake 105,30464,Valid,H5,61.5,Found,1999,35.05073,-116.76698,"(35.05073, -116.76698)",POINT (-116.76698 35.05073),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1386,Coyote Dry Lake 110,30465,Valid,H4,68.02,Found,1999,35.04625,-116.73547,"(35.04625, -116.73547)",POINT (-116.73547 35.04625),None_Found,California,CAL Fire San Bernardino Unit,United States,523.0,CA,6
1387,Coyote Dry Lake 115,30466,Valid,H5-6,1369.0,Found,1999,35.05865,-116.76872,"(35.05865, -116.76872)",POINT (-116.76872 35.05865),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1388,Coyote Dry Lake 116,30467,Valid,H6,4.4,Found,1999,35.05847,-116.769,"(35.05847, -116.769)",POINT (-116.769 35.05847),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1389,Coyote Dry Lake 117,30468,Valid,H3,162.0,Found,1999,35.0501,-116.74443,"(35.0501, -116.74443)",POINT (-116.74443 35.0501),None_Found,California,CAL Fire San Bernardino Unit,United States,521.0,CA,6
1390,Coyote Dry Lake 119,30469,Valid,H5,3.2,Found,1999,35.03815,-116.7531,"(35.03815, -116.7531)",POINT (-116.7531 35.03815),None_Found,California,CAL Fire San Bernardino Unit,United States,526.0,CA,6
1391,Coyote Dry Lake 120,30470,Valid,H5,18.5,Found,1999,35.05893,-116.76872,"(35.05893, -116.76872)",POINT (-116.76872 35.05893),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1392,Coyote Dry Lake 121,30471,Valid,H4,14.2,Found,1999,35.059470000000005,-116.7685,"(35.05947, -116.7685)",POINT (-116.7685 35.05947),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1393,Coyote Dry Lake 129,30472,Valid,H5,140.0,Found,2000,35.06917,-116.7502,"(35.06917, -116.7502)",POINT (-116.7502 35.06917),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1394,Coyote Dry Lake 130,30473,Valid,H4,6.1,Found,2000,35.06785,-116.7494,"(35.06785, -116.7494)",POINT (-116.7494 35.06785),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1395,Coyote Dry Lake 132,30474,Valid,H4,17.4,Found,2000,35.07028,-116.74847,"(35.07028, -116.74847)",POINT (-116.74847 35.07028),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1396,Coyote Dry Lake 134,30475,Valid,H5,117.5,Found,2000,35.0925,-116.76083,"(35.0925, -116.76083)",POINT (-116.76083 35.0925),None_Found,California,San Bernardino County,United States,524.0,CA,6
1397,Coyote Dry Lake 138,30476,Valid,H5,18.3,Found,2000,35.05283,-116.76645,"(35.05283, -116.76645)",POINT (-116.76645 35.05283),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1398,Coyote Dry Lake 139,30477,Valid,H4,10.4,Found,2000,35.05283,-116.76538,"(35.05283, -116.76538)",POINT (-116.76538 35.05283),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1399,Coyote Dry Lake 142,30478,Valid,H4,32.22,Found,2000,35.06725,-116.74853,"(35.06725, -116.74853)",POINT (-116.74853 35.06725),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1400,Coyote Dry Lake 151,30479,Valid,H6,90.04,Found,2001,35.056020000000004,-116.72368,"(35.05602, -116.72368)",POINT (-116.72368 35.05602),None_Found,California,CAL Fire San Bernardino Unit,United States,523.0,CA,6
1401,Coyote Dry Lake 152,30480,Valid,H5,10.84,Found,2001,35.05607,-116.72365,"(35.05607, -116.72365)",POINT (-116.72365 35.05607),None_Found,California,CAL Fire San Bernardino Unit,United States,523.0,CA,6
1402,Coyote Dry Lake 153,30481,Valid,H5,13.87,Found,2001,35.07362,-116.76372,"(35.07362, -116.76372)",POINT (-116.76372 35.07362),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1403,Coyote Dry Lake 155,30482,Valid,H4,17.02,Found,2001,35.06847,-116.76905,"(35.06847, -116.76905)",POINT (-116.76905 35.06847),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1404,Coyote Dry Lake 159,30483,Valid,H5,17.7,Found,2001,35.05865,-116.76872,"(35.05865, -116.76872)",POINT (-116.76872 35.05865),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1405,Coyote Dry Lake 160,30484,Valid,H5,76.88,Found,2002,35.06152,-116.76295,"(35.06152, -116.76295)",POINT (-116.76295 35.06152),None_Found,California,CAL Fire San Bernardino Unit,United States,521.0,CA,6
1406,Coyote Dry Lake 162,30485,Valid,H5,9.87,Found,2002,35.07802,-116.76777,"(35.07802, -116.76777)",POINT (-116.76777 35.07802),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1407,Coyote Dry Lake 163,30486,Valid,H5,16.66,Found,2002,35.07,-116.77,"(35.07, -116.77)",POINT (-116.77 35.07),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1408,Coyote Dry Lake 164,30487,Valid,H5,43.0,Found,2002,35.05835,-116.77403,"(35.05835, -116.77403)",POINT (-116.77403 35.05835),None_Found,California,CAL Fire San Bernardino Unit,United States,525.0,CA,6
1409,Coyote Dry Lake 165,30488,Valid,L6,42.57,Found,2002,35.06888,-116.76197,"(35.06888, -116.76197)",POINT (-116.76197 35.06888),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1410,Coyote Dry Lake 175,30489,Valid,H6,36.35,Found,2002,35.05475,-116.75432,"(35.05475, -116.75432)",POINT (-116.75432 35.05475),None_Found,California,CAL Fire San Bernardino Unit,United States,521.0,CA,6
1411,Coyote Dry Lake 176,30490,Valid,H6,187.55,Found,2003,35.054520000000004,-116.73005,"(35.05452, -116.73005)",POINT (-116.73005 35.05452),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1412,Coyote Dry Lake 194,30491,Valid,L6,1.47,Found,2004,35.08838,-116.75283,"(35.08838, -116.75283)",POINT (-116.75283 35.08838),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1413,Coyote Dry Lake 221,30492,Valid,H4,54.31,Found,2003,35.05717,-116.7205,"(35.05717, -116.7205)",POINT (-116.7205 35.05717),None_Found,California,CAL Fire San Bernardino Unit,United States,523.0,CA,6
1414,Coyote Dry Lake 222,30493,Valid,L5,22.5,Found,2004,35.04008,-116.75553,"(35.04008, -116.75553)",POINT (-116.75553 35.04008),None_Found,California,CAL Fire San Bernardino Unit,United States,525.0,CA,6
1415,Coyote Dry Lake 223,30494,Valid,L6,512.0,Found,2004,35.03842,-116.75818,"(35.03842, -116.75818)",POINT (-116.75818 35.03842),None_Found,California,CAL Fire San Bernardino Unit,United States,527.0,CA,6
1416,Coyote Dry Lake 230,30495,Valid,H6,16.36,Found,2004,35.08958,-116.75007,"(35.08958, -116.75007)",POINT (-116.75007 35.08958),None_Found,California,San Bernardino County,United States,522.0,CA,6
1417,Coyote Dry Lake 235,30496,Valid,LL6,81.4,Found,2004,35.05628,-116.73377,"(35.05628, -116.73377)",POINT (-116.73377 35.05628),None_Found,California,CAL Fire San Bernardino Unit,United States,521.0,CA,6
1418,Coyote Dry Lake 249,30497,Valid,H4,71.8,Found,2004,35.08758,-116.74603,"(35.08758, -116.74603)",POINT (-116.74603 35.08758),None_Found,California,CAL Fire San Bernardino Unit,United States,523.0,CA,6
1419,Coyote Dry Lake 274,45960,Valid,H4,7.5,Found,2006,35.059020000000004,-116.76892,"(35.05902, -116.76892)",POINT (-116.76892 35.05902),None_Found,California,CAL Fire San Bernardino Unit,United States,522.0,CA,6
1420,Coyote Dry Lake 275,45961,Valid,H4,16.2,Found,2006,35.05122,-116.76742,"(35.05122, -116.76742)",POINT (-116.76742 35.05122),None_Found,California,CAL Fire San Bernardino Unit,United States,523.0,CA,6
1421,Coyote Dry Lake 276,45962,Valid,H6,47.2,Found,2006,35.07118,-116.77162,"(35.07118, -116.77162)",POINT (-116.77162 35.07118),None_Found,California,CAL Fire San Bernardino Unit,United States,521.0,CA,6
1422,Coyote Dry Lake 277,45963,Valid,H5,21.3,Found,2006,35.0742,-116.7637,"(35.0742, -116.7637)",POINT (-116.7637 35.0742),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1423,Coyote Dry Lake 318,52804,Valid,H5,7.2,Found,2009,35.0751,-116.75038,"(35.0751, -116.75038)",POINT (-116.75038 35.0751),None_Found,California,CAL Fire San Bernardino Unit,United States,520.0,CA,6
1424,Cuddeback Dry Lake 001,5480,Valid,L6,32.5,Found,1999,35.29575,-117.4668,"(35.29575, -117.4668)",POINT (-117.4668 35.29575),None_Found,California,,United States,781.0,CA,6
1425,Cuddeback Dry Lake 002,5481,Valid,L6,95.0,Found,2000,35.2755,-117.47833,"(35.2755, -117.47833)",POINT (-117.47833 35.2755),None_Found,California,,United States,784.0,CA,6
1426,Cuddeback Dry Lake 003,5482,Valid,L6,7.5,Found,2000,35.29183,-117.47067,"(35.29183, -117.47067)",POINT (-117.47067 35.29183),None_Found,California,,United States,781.0,CA,6
1427,Cuddeback Dry Lake 004,5483,Valid,H6,40.0,Found,2000,35.30233,-117.46017,"(35.30233, -117.46017)",POINT (-117.46017 35.30233),None_Found,California,,United States,782.0,CA,6
1428,Cuddeback Dry Lake 005,5484,Valid,H5,35.0,Found,2000,35.31232,-117.45315,"(35.31232, -117.45315)",POINT (-117.45315 35.31232),None_Found,California,San Bernardino County,United States,784.0,CA,6
1429,Cuddeback Dry Lake 006,5485,Valid,H6,0.5,Found,2000,35.31227,-117.453,"(35.31227, -117.453)",POINT (-117.453 35.31227),None_Found,California,San Bernardino County,United States,784.0,CA,6
1430,Cuddeback Dry Lake 007,5486,Valid,L4,96.7,Found,2000,35.3114,-117.45342,"(35.3114, -117.45342)",POINT (-117.45342 35.3114),None_Found,California,San Bernardino County,United States,784.0,CA,6
1431,Cuddeback Dry Lake 008,5487,Valid,L6,18.02,Found,2000,35.28333,-117.48333,"(35.28333, -117.48333)",POINT (-117.48333 35.28333),None_Found,California,,United States,780.0,CA,6
1432,Cuddeback Dry Lake 009,5488,Valid,H5,19.0,Found,2000,35.31833,-117.46667,"(35.31833, -117.46667)",POINT (-117.46667 35.31833),None_Found,California,,United States,780.0,CA,6
1433,Cuddeback Dry Lake 010,5489,Valid,L5,10.5,Found,2000,35.3112,-117.45465,"(35.3112, -117.45465)",POINT (-117.45465 35.3112),None_Found,California,San Bernardino County,United States,784.0,CA,6
1434,Cuddeback Dry Lake 011,5490,Valid,L6,10.69,Found,2000,35.2758,-117.47877,"(35.2758, -117.47877)",POINT (-117.47877 35.2758),None_Found,California,,United States,783.0,CA,6
1435,Cuddeback Dry Lake 012,5491,Valid,H5,0.72,Found,2002,35.31217,-117.453,"(35.31217, -117.453)",POINT (-117.453 35.31217),None_Found,California,San Bernardino County,United States,784.0,CA,6
1436,Cuddeback Dry Lake 013,52974,Valid,H4,1.6,Found,2008,35.31218,-117.45303,"(35.31218, -117.45303)",POINT (-117.45303 35.31218),None_Found,California,San Bernardino County,United States,784.0,CA,6
1437,Cuddeback Dry Lake 017,52978,Valid,H6,23.1,Found,2008,35.28528,-117.48305,"(35.28528, -117.48305)",POINT (-117.48305 35.28528),None_Found,California,,United States,780.0,CA,6
1438,Cuddeback Dry Lake 018,52979,Valid,H4,8.5,Found,2008,35.28638,-117.48305,"(35.28638, -117.48305)",POINT (-117.48305 35.28638),None_Found,California,,United States,780.0,CA,6
1439,Cuddeback Dry Lake 019,52980,Valid,L6,10.1,Found,2008,35.30455,-117.45817,"(35.30455, -117.45817)",POINT (-117.45817 35.30455),None_Found,California,San Bernardino County,United States,783.0,CA,6
1440,Cuddeback Dry Lake 021,51573,Valid,L6,31.72,Found,2004,35.3,-117.4605,"(35.3, -117.4605)",POINT (-117.4605 35.3),None_Found,California,,United States,782.0,CA,6
1441,Cuddeback Dry Lake 023,52856,Valid,H5,123.0,Found,1986,35.3248,-117.47983,"(35.3248, -117.47983)",POINT (-117.47983 35.3248),None_Found,California,,United States,783.0,CA,6
1442,Cuddeback Dry Lake 028,52967,Valid,L5,19.5,Found,2008,35.296,-117.472,"(35.296, -117.472)",POINT (-117.472 35.296),None_Found,California,,United States,780.0,CA,6
1443,Cuddeback Dry Lake 029,52968,Valid,H4,22.2,Found,2008,35.296,-117.472,"(35.296, -117.472)",POINT (-117.472 35.296),None_Found,California,,United States,780.0,CA,6
1444,Dale Dry Lake,5505,Valid,L3.7,300.0,Found,1957,34.08333,-115.78333,"(34.08333, -115.78333)",POINT (-115.78333 34.08333),None_Found,California,,United States,507.0,CA,6
1445,Danby Dry Lake,5510,Valid,H6,8991.0,Found,2000,34.216667,-115.05,"(34.216667, -115.05)",POINT (-115.05 34.216667),None_Found,California,San Bernardino County,United States,190.0,CA,6
1446,El Mirage Dry Lake 001,7810,Valid,H5,1.5,Found,2000,34.65433,-117.59638,"(34.65433, -117.59638)",POINT (-117.59638 34.65433),None_Found,California,San Bernardino County,United States,870.0,CA,6
1447,El Mirage Dry Lake 002,7811,Valid,H4,13.0,Found,2001,34.64667,-117.58108,"(34.64667, -117.58108)",POINT (-117.58108 34.64667),None_Found,California,San Bernardino County,United States,871.0,CA,6
1448,El Mirage Dry Lake 003,53845,Valid,H6,6.9,Found,2010,34.63432,-117.56217,"(34.63432, -117.56217)",POINT (-117.56217 34.63432),None_Found,California,San Bernardino County,United States,871.0,CA,6
1449,El Mirage Dry Lake 004,54570,Valid,LL6,271.0,Found,2011,34.65783,-117.59892,"(34.65783, -117.59892)",POINT (-117.59892 34.65783),None_Found,California,San Bernardino County,United States,871.0,CA,6
1450,Essex,10056,Valid,H5,5000.0,Found,2002,34.611670000000004,-115.03333,"(34.61167, -115.03333)",POINT (-115.03333 34.61167),None_Found,California,CAL Fire San Bernardino Unit,United States,707.0,CA,6
1451,Goldstone Dry Lake,10943,Valid,H6,1.1,Found,1999,35.37333,-116.90833,"(35.37333, -116.90833)",POINT (-116.90833 35.37333),None_Found,California,CAL Fire San Bernardino Unit,United States,948.0,CA,6
1452,Goose Lake,10947,Valid,"Iron, IAB-sLL",1169500.0,Found,1938,41.98,-120.54167,"(41.98, -120.54167)",POINT (-120.54167 41.98),None_Found,California,,United States,1740.0,CA,6
1453,Harper Dry Lake 001,11832,Valid,LL3,13.0,Found,1999,35.05102,-117.30672,"(35.05102, -117.30672)",POINT (-117.30672 35.05102),None_Found,California,CAL Fire San Bernardino Unit,United States,618.0,CA,6
1454,Harper Dry Lake 002,11833,Valid,H6,12.0,Found,1999,35.050670000000004,-117.30095,"(35.05067, -117.30095)",POINT (-117.30095 35.05067),None_Found,California,CAL Fire San Bernardino Unit,United States,618.0,CA,6
1455,Harper Dry Lake 003,11834,Valid,L6,95.0,Found,1999,35.0425,-117.30837,"(35.0425, -117.30837)",POINT (-117.30837 35.0425),None_Found,California,CAL Fire San Bernardino Unit,United States,618.0,CA,6
1456,Harper Dry Lake 004,11835,Valid,LL3,37.0,Found,1999,35.05523,-117.30257,"(35.05523, -117.30257)",POINT (-117.30257 35.05523),None_Found,California,CAL Fire San Bernardino Unit,United States,619.0,CA,6
