,COU,Large subnational region,Land cover class,Value,Unit Code
244512,USA,North Carolina,Grassland,24986.226335999996,KM2
244517,USA,North Carolina,Wetland,1334.9265320000002,KM2
244522,USA,North Carolina,Shrubland,765.343452,KM2
244527,USA,North Carolina,Sparse vegetation,48.070648,KM2
244532,USA,North Carolina,Cropland,28297.15018,KM2
244537,USA,North Carolina,Artificial surfaces,3113.540508,KM2
244542,USA,North Carolina,Bare area,247.30879999999996,KM2
244547,USA,North Carolina,Inland water,4163.443648,KM2
244597,USA,Ohio,Tree cover,25614.545256,KM2
244602,USA,Ohio,Grassland,13392.157940000001,KM2
244607,USA,Ohio,Wetland,226.98310800000002,KM2
244612,USA,Ohio,Shrubland,46.061264,KM2
244617,USA,Ohio,Sparse vegetation,10.665192,KM2
244622,USA,Ohio,Cropland,61409.78911600001,KM2
244627,USA,Ohio,Artificial surfaces,5402.92444,KM2
244632,USA,Ohio,Bare area,140.27046,KM2
244637,USA,Ohio,Inland water,908.241568,KM2
244687,USA,Pennsylvania,Tree cover,67055.694452,KM2
244692,USA,Pennsylvania,Grassland,9611.42466,KM2
244697,USA,Pennsylvania,Wetland,35.627924,KM2
244702,USA,Pennsylvania,Shrubland,145.757624,KM2
244707,USA,Pennsylvania,Sparse vegetation,67.314364,KM2
244712,USA,Pennsylvania,Cropland,34839.24078,KM2
244717,USA,Pennsylvania,Artificial surfaces,4332.386471999999,KM2
244722,USA,Pennsylvania,Bare area,295.99772,KM2
244727,USA,Pennsylvania,Inland water,1062.26858,KM2
244777,USA,Rhode Island,Tree cover,1764.857424,KM2
244782,USA,Rhode Island,Grassland,154.95442,KM2
244787,USA,Rhode Island,Wetland,6.337288000000001,KM2
244792,USA,Rhode Island,Shrubland,0.540988,KM2
244797,USA,Rhode Island,Sparse vegetation,0.231852,KM2
244802,USA,Rhode Island,Cropland,18.161739999999998,KM2
244807,USA,Rhode Island,Artificial surfaces,735.4345440000001,KM2
244812,USA,Rhode Island,Bare area,4.63704,KM2
244817,USA,Rhode Island,Inland water,174.352704,KM2
244867,USA,South Carolina,Tree cover,49008.180204,KM2
244872,USA,South Carolina,Grassland,11625.522984000001,KM2
244877,USA,South Carolina,Wetland,1918.96172,KM2
244882,USA,South Carolina,Shrubland,418.95656399999996,KM2
244887,USA,South Carolina,Sparse vegetation,20.86668,KM2
244892,USA,South Carolina,Cropland,12822.729427999999,KM2
244897,USA,South Carolina,Artificial surfaces,2239.072048,KM2
244902,USA,South Carolina,Bare area,142.12527599999999,KM2
244907,USA,South Carolina,Inland water,2706.4083960000003,KM2
244957,USA,Texas,Tree cover,88245.344288,KM2
244962,USA,Texas,Grassland,192660.27890799998,KM2
244967,USA,Texas,Wetland,3684.0509960000004,KM2
244972,USA,Texas,Shrubland,224168.270152,KM2
244977,USA,Texas,Sparse vegetation,259.82880800000004,KM2
244982,USA,Texas,Cropland,154878.604396,KM2
244987,USA,Texas,Artificial surfaces,14927.945588,KM2
244992,USA,Texas,Bare area,2216.195984,KM2
244997,USA,Texas,Inland water,7795.4825120000005,KM2
245047,USA,Utah,Tree cover,64703.246776,KM2
245052,USA,Utah,Grassland,12345.964432,KM2
245057,USA,Utah,Wetland,319.95576,KM2
245062,USA,Utah,Shrubland,104740.222976,KM2
245067,USA,Utah,Sparse vegetation,466.40894,KM2
245072,USA,Utah,Cropland,7759.3135999999995,KM2
245077,USA,Utah,Artificial surfaces,1382.842612,KM2
245082,USA,Utah,Bare area,22010.715052,KM2
245087,USA,Utah,Inland water,6474.08068,KM2
245137,USA,Vermont,Tree cover,19280.03948,KM2
245142,USA,Vermont,Grassland,2708.6496319999997,KM2
245147,USA,Vermont,Wetland,24.962732000000003,KM2
245152,USA,Vermont,Shrubland,2.936792,KM2
245157,USA,Vermont,Sparse vegetation,0.154568,KM2
245162,USA,Vermont,Cropland,1709.058376,KM2
245167,USA,Vermont,Artificial surfaces,239.96681999999998,KM2
245172,USA,Vermont,Bare area,6.18272,KM2
245177,USA,Vermont,Inland water,934.36356,KM2
245227,USA,Washington,Tree cover,89178.16216799998,KM2
245232,USA,Washington,Grassland,4959.2369960000005,KM2
245237,USA,Washington,Wetland,323.742676,KM2
245242,USA,Washington,Shrubland,35560.223216,KM2
245247,USA,Washington,Sparse vegetation,1099.133048,KM2
245252,USA,Washington,Cropland,35222.337568,KM2
245257,USA,Washington,Artificial surfaces,3624.5423160000005,KM2
245262,USA,Washington,Bare area,2242.78168,KM2
245267,USA,Washington,Inland water,3943.02968,KM2
245317,USA,Louisiana,Tree cover,59402.491784,KM2
245322,USA,Louisiana,Grassland,10571.755643999999,KM2
245327,USA,Louisiana,Wetland,12019.439532,KM2
245332,USA,Louisiana,Shrubland,1802.3401640000002,KM2
245337,USA,Louisiana,Sparse vegetation,39.105703999999996,KM2
245342,USA,Louisiana,Cropland,24514.09838,KM2
245347,USA,Louisiana,Artificial surfaces,2676.035784,KM2
245352,USA,Louisiana,Bare area,199.16086800000002,KM2
245357,USA,Louisiana,Inland water,11696.546980000001,KM2
245407,USA,Mississippi,Tree cover,72642.941232,KM2
245412,USA,Mississippi,Grassland,17600.65816,KM2
245417,USA,Mississippi,Wetland,576.461356,KM2
245422,USA,Mississippi,Shrubland,2026.3091960000002,KM2
245427,USA,Mississippi,Sparse vegetation,33.463972,KM2
245432,USA,Mississippi,Cropland,27996.979123999998,KM2
245437,USA,Mississippi,Artificial surfaces,959.4035759999999,KM2
245442,USA,Mississippi,Bare area,193.828272,KM2
245447,USA,Mississippi,Inland water,1851.3382199999999,KM2
245497,USA,Missouri,Tree cover,52273.42920399999,KM2
245502,USA,Missouri,Grassland,52430.933996,KM2
245507,USA,Missouri,Wetland,528.4679920000001,KM2
245512,USA,Missouri,Shrubland,34.777800000000006,KM2
245517,USA,Missouri,Sparse vegetation,23.339767999999996,KM2
245522,USA,Missouri,Cropland,70822.748464,KM2
245527,USA,Missouri,Artificial surfaces,2697.829872,KM2
245532,USA,Missouri,Bare area,100.85562,KM2
245537,USA,Missouri,Inland water,1897.0903480000002,KM2
245587,USA,Nevada,Tree cover,34200.024816,KM2
245592,USA,Nevada,Grassland,4716.797088,KM2
245597,USA,Nevada,Wetland,358.752328,KM2
245602,USA,Nevada,Shrubland,228426.927688,KM2
245607,USA,Nevada,Sparse vegetation,807.308664,KM2
245612,USA,Nevada,Cropland,6568.212592,KM2
245617,USA,Nevada,Artificial surfaces,1234.148196,KM2
245622,USA,Nevada,Bare area,8854.273312,KM2
245627,USA,Nevada,Inland water,1559.900256,KM2
245677,USA,Oregon,Tree cover,110253.89538799999,KM2
245682,USA,Oregon,Grassland,7837.215872000001,KM2
245687,USA,Oregon,Wetland,1609.6711519999997,KM2
245692,USA,Oregon,Shrubland,98994.930416,KM2
245697,USA,Oregon,Sparse vegetation,576.3840720000001,KM2
245702,USA,Oregon,Cropland,25343.587551999997,KM2
245707,USA,Oregon,Artificial surfaces,1863.31724,KM2
245712,USA,Oregon,Bare area,2105.370728,KM2
245717,USA,Oregon,Inland water,2815.3788360000003,KM2
245767,USA,South Dakota,Tree cover,5959.987512000001,KM2
245772,USA,South Dakota,Grassland,117983.53193200001,KM2
245777,USA,South Dakota,Wetland,594.159392,KM2
245782,USA,South Dakota,Shrubland,1362.980624,KM2
245787,USA,South Dakota,Sparse vegetation,145.062068,KM2
245792,USA,South Dakota,Cropland,67552.39872,KM2
245797,USA,South Dakota,Artificial surfaces,543.6156560000001,KM2
245802,USA,South Dakota,Bare area,1389.875456,KM2
245807,USA,South Dakota,Inland water,4228.053072,KM2
245857,USA,Tennessee,Tree cover,51233.341132,KM2
245862,USA,Tennessee,Grassland,30913.522716,KM2
245867,USA,Tennessee,Wetland,55.103492,KM2
245872,USA,Tennessee,Shrubland,686.28192,KM2
245877,USA,Tennessee,Sparse vegetation,5.7963,KM2
245882,USA,Tennessee,Cropland,21487.038668,KM2
245887,USA,Tennessee,Artificial surfaces,2731.525696,KM2
245892,USA,Tennessee,Bare area,52.707688,KM2
245897,USA,Tennessee,Inland water,2227.7885840000004,KM2
245947,USA,West Virginia,Tree cover,51969.16209600001,KM2
245952,USA,West Virginia,Grassland,3822.930344,KM2
245957,USA,West Virginia,Wetland,2.859508,KM2
245962,USA,West Virginia,Shrubland,31.841008,KM2
245967,USA,West Virginia,Sparse vegetation,30.604463999999997,KM2
245972,USA,West Virginia,Cropland,5724.42588,KM2
245977,USA,West Virginia,Artificial surfaces,501.72772799999996,KM2
245982,USA,West Virginia,Bare area,442.4509,KM2
245987,USA,West Virginia,Inland water,322.737984,KM2
246037,USA,Wisconsin,Tree cover,64354.3868,KM2
246042,USA,Wisconsin,Grassland,4635.417036000001,KM2
246047,USA,Wisconsin,Wetland,1208.026204,KM2
246052,USA,Wisconsin,Shrubland,332.398484,KM2
246057,USA,Wisconsin,Sparse vegetation,7.805684,KM2
246062,USA,Wisconsin,Cropland,67562.600208,KM2
246067,USA,Wisconsin,Artificial surfaces,2841.578112,KM2
246072,USA,Wisconsin,Bare area,47.452376,KM2
246077,USA,Wisconsin,Inland water,4318.475352,KM2
246127,USA,Virginia,Tree cover,61563.970696000004,KM2
246132,USA,Virginia,Grassland,24493.386268000002,KM2
246137,USA,Virginia,Wetland,665.02882,KM2
246142,USA,Virginia,Shrubland,949.665792,KM2
246147,USA,Virginia,Sparse vegetation,27.358536,KM2
246152,USA,Virginia,Cropland,11509.287848,KM2
246157,USA,Virginia,Artificial surfaces,3125.3649600000003,KM2
246162,USA,Virginia,Bare area,205.49815600000002,KM2
246167,USA,Virginia,Inland water,2786.010916,KM2
246217,ALB,Jug,Tree cover,3445.784424,KM2
246222,ALB,Jug,Grassland,717.0409520000001,KM2
246227,ALB,Jug,Wetland,57.344727999999996,KM2
246232,ALB,Jug,Shrubland,352.56960799999996,KM2
246237,ALB,Jug,Sparse vegetation,27.358536,KM2
246242,ALB,Jug,Cropland,7853.290943999999,KM2
246247,ALB,Jug,Artificial surfaces,82.84844799999999,KM2
246252,ALB,Jug,Bare area,160.982572,KM2
246257,ALB,Jug,Inland water,324.283664,KM2
246307,BGR,North West,Tree cover,4496.228552,KM2
246312,BGR,North West,Grassland,411.92372,KM2
246317,BGR,North West,Wetland,38.79656799999999,KM2
246322,BGR,North West,Shrubland,0.0,KM2
246327,BGR,North West,Sparse vegetation,1.3911120000000001,KM2
246332,BGR,North West,Cropland,13565.351384000001,KM2
246337,BGR,North West,Artificial surfaces,323.97452799999996,KM2
246342,BGR,North West,Bare area,1.7775320000000001,KM2
246347,BGR,North West,Inland water,227.29224399999998,KM2
246397,BGR,North Central,Tree cover,3867.368644,KM2
246402,BGR,North Central,Grassland,44.051880000000004,KM2
246407,BGR,North Central,Wetland,21.098532000000002,KM2
246412,BGR,North Central,Shrubland,0.0,KM2
246417,BGR,North Central,Sparse vegetation,0.850124,KM2
246422,BGR,North Central,Cropland,10391.529356,KM2
246427,BGR,North Central,Artificial surfaces,351.410348,KM2
246432,BGR,North Central,Bare area,0.0,KM2
246437,BGR,North Central,Inland water,145.603056,KM2
246487,BGR,North East,Tree cover,3333.0270680000003,KM2
246492,BGR,North East,Grassland,175.125544,KM2
246497,BGR,North East,Wetland,9.6605,KM2
246502,BGR,North East,Shrubland,0.0,KM2
246507,BGR,North East,Sparse vegetation,4.868892000000001,KM2
246512,BGR,North East,Cropland,10595.559116,KM2
246517,BGR,North East,Artificial surfaces,432.63583200000005,KM2
246522,BGR,North East,Bare area,1.6229639999999999,KM2
246527,BGR,North East,Inland water,100.85562,KM2
246577,BGR,South East,Tree cover,7480.009223999999,KM2
246582,BGR,South East,Grassland,137.48823599999997,KM2
246587,BGR,South East,Wetland,4.405188,KM2
246592,BGR,South East,Shrubland,3.400496,KM2
246597,BGR,South East,Sparse vegetation,28.904216,KM2
246602,BGR,South East,Cropland,11507.355748,KM2
246607,BGR,South East,Artificial surfaces,365.70788799999997,KM2
246612,BGR,South East,Bare area,81.53462,KM2
246617,BGR,South East,Inland water,205.03445200000002,KM2
246667,BGR,South West,Tree cover,12596.055455999998,KM2
246672,BGR,South West,Grassland,887.529456,KM2
246677,BGR,South West,Wetland,2.395804,KM2
246682,BGR,South West,Shrubland,139.265768,KM2
246687,BGR,South West,Sparse vegetation,96.21858,KM2
246692,BGR,South West,Cropland,5730.840452,KM2
246697,BGR,South West,Artificial surfaces,424.752864,KM2
246702,BGR,South West,Bare area,374.904684,KM2
246707,BGR,South West,Inland water,61.518064,KM2
246757,BGR,South Central,Tree cover,11069.928308,KM2
246762,BGR,South Central,Grassland,172.72974,KM2
246767,BGR,South Central,Wetland,0.927408,KM2
246772,BGR,South Central,Shrubland,75.661036,KM2
246777,BGR,South Central,Sparse vegetation,0.6955560000000001,KM2
246782,BGR,South Central,Cropland,10366.10292,KM2
246787,BGR,South Central,Artificial surfaces,413.46940000000006,KM2
246792,BGR,South Central,Bare area,104.024264,KM2
246797,BGR,South Central,Inland water,179.144312,KM2
246847,CHL,Tarapacá,Tree cover,1.004692,KM2
246852,CHL,Tarapacá,Grassland,420.96594799999997,KM2
246857,CHL,Tarapacá,Wetland,2.473088,KM2
246862,CHL,Tarapacá,Shrubland,3476.3116039999995,KM2
246867,CHL,Tarapacá,Sparse vegetation,15994.387504,KM2
246872,CHL,Tarapacá,Cropland,13.447416,KM2
246877,CHL,Tarapacá,Artificial surfaces,151.24478800000003,KM2
246882,CHL,Tarapacá,Bare area,22670.411276,KM2
246887,CHL,Tarapacá,Inland water,23.95804,KM2
246937,CHL,Antofagasta,Tree cover,92.43166400000001,KM2
246942,CHL,Antofagasta,Grassland,559.6907279999999,KM2
246947,CHL,Antofagasta,Wetland,22.257792000000002,KM2
246952,CHL,Antofagasta,Shrubland,19672.564916,KM2
246957,CHL,Antofagasta,Sparse vegetation,32983.497372,KM2
246962,CHL,Antofagasta,Cropland,49.075340000000004,KM2
246967,CHL,Antofagasta,Artificial surfaces,281.70018000000005,KM2
246972,CHL,Antofagasta,Bare area,72789.703548,KM2
246977,CHL,Antofagasta,Inland water,187.64555199999998,KM2
247027,CHL,Atacama,Tree cover,47.606944000000006,KM2
247032,CHL,Atacama,Grassland,283.400428,KM2
247037,CHL,Atacama,Wetland,1.54568,KM2
247042,CHL,Atacama,Shrubland,26236.140468,KM2
247047,CHL,Atacama,Sparse vegetation,28731.640828000003,KM2
247052,CHL,Atacama,Cropland,39.028420000000004,KM2
247057,CHL,Atacama,Artificial surfaces,408.83236,KM2
247062,CHL,Atacama,Bare area,20031.703664,KM2
247067,CHL,Atacama,Inland water,136.79268,KM2
247117,CHL,Coquimbo,Tree cover,213.612976,KM2
247122,CHL,Coquimbo,Grassland,3274.13666,KM2
247127,CHL,Coquimbo,Wetland,5.5644480000000005,KM2
247132,CHL,Coquimbo,Shrubland,17123.661312,KM2
247137,CHL,Coquimbo,Sparse vegetation,16301.359552000002,KM2
247142,CHL,Coquimbo,Cropland,524.0628039999999,KM2
247147,CHL,Coquimbo,Artificial surfaces,126.12748800000001,KM2
247152,CHL,Coquimbo,Bare area,3095.456052,KM2
247157,CHL,Coquimbo,Inland water,86.712648,KM2
247207,CHL,Valparaíso,Tree cover,949.0475200000001,KM2
247212,CHL,Valparaíso,Grassland,410.532608,KM2
247217,CHL,Valparaíso,Wetland,3.2459279999999997,KM2
247222,CHL,Valparaíso,Shrubland,10138.11512,KM2
247227,CHL,Valparaíso,Sparse vegetation,2798.2217880000003,KM2
247232,CHL,Valparaíso,Cropland,1273.4084679999999,KM2
247237,CHL,Valparaíso,Artificial surfaces,266.707084,KM2
247242,CHL,Valparaíso,Bare area,256.66016399999995,KM2
247247,CHL,Valparaíso,Inland water,201.170252,KM2
247297,CHL,O'Higgins,Tree cover,3456.604184,KM2
247302,CHL,O'Higgins,Grassland,291.824384,KM2
247307,CHL,O'Higgins,Wetland,1.15926,KM2
247312,CHL,O'Higgins,Shrubland,6338.138123999999,KM2
247317,CHL,O'Higgins,Sparse vegetation,1576.361748,KM2
247322,CHL,O'Higgins,Cropland,3507.3024880000003,KM2
247327,CHL,O'Higgins,Artificial surfaces,128.600576,KM2
247332,CHL,O'Higgins,Bare area,959.249008,KM2
247337,CHL,O'Higgins,Inland water,107.42475999999999,KM2
247387,CHL,Maule,Tree cover,10344.540684,KM2
247392,CHL,Maule,Grassland,164.61491999999998,KM2
247397,CHL,Maule,Wetland,4.173336,KM2
247402,CHL,Maule,Shrubland,7771.369904,KM2
247407,CHL,Maule,Sparse vegetation,3417.4984799999997,KM2
247412,CHL,Maule,Cropland,7737.133092000001,KM2
247417,CHL,Maule,Artificial surfaces,112.44822,KM2
247422,CHL,Maule,Bare area,557.063072,KM2
247427,CHL,Maule,Inland water,240.73966,KM2
247477,CHL,Araucanía,Tree cover,21304.493860000002,KM2
247482,CHL,Araucanía,Grassland,244.681144,KM2
247487,CHL,Araucanía,Wetland,1.854816,KM2
247492,CHL,Araucanía,Shrubland,3016.549088,KM2
247497,CHL,Araucanía,Sparse vegetation,570.4332039999999,KM2
247502,CHL,Araucanía,Cropland,5870.260788,KM2
247507,CHL,Araucanía,Artificial surfaces,110.51612,KM2
247512,CHL,Araucanía,Bare area,167.628996,KM2
247517,CHL,Araucanía,Inland water,520.9714439999999,KM2
247567,CHL,Los Lagos,Tree cover,35133.770104,KM2
247572,CHL,Los Lagos,Grassland,1132.133316,KM2
247577,CHL,Los Lagos,Wetland,1.15926,KM2
247582,CHL,Los Lagos,Shrubland,1032.282388,KM2
247587,CHL,Los Lagos,Sparse vegetation,387.19284,KM2
247592,CHL,Los Lagos,Cropland,6855.090799999999,KM2
247597,CHL,Los Lagos,Artificial surfaces,97.609692,KM2
247602,CHL,Los Lagos,Bare area,1135.3792440000002,KM2
247607,CHL,Los Lagos,Inland water,2563.8967,KM2
247657,CHL,Magallanes,Tree cover,58369.745692,KM2
247662,CHL,Magallanes,Grassland,18399.00188,KM2
247667,CHL,Magallanes,Wetland,216.78162,KM2
247672,CHL,Magallanes,Shrubland,8058.479964,KM2
247677,CHL,Magallanes,Sparse vegetation,10304.66214,KM2
247682,CHL,Magallanes,Cropland,7280.6165040000005,KM2
247687,CHL,Magallanes,Artificial surfaces,43.82002799999999,KM2
247692,CHL,Magallanes,Bare area,16097.097940000001,KM2
247697,CHL,Magallanes,Inland water,14111.208276,KM2
247747,CHL,Los Ríos,Tree cover,12896.767500000002,KM2
247752,CHL,Los Ríos,Grassland,445.00127200000003,KM2
247757,CHL,Los Ríos,Wetland,0.077284,KM2
247762,CHL,Los Ríos,Shrubland,250.168308,KM2
247767,CHL,Los Ríos,Sparse vegetation,193.28728399999997,KM2
247772,CHL,Los Ríos,Cropland,3308.682608,KM2
247777,CHL,Los Ríos,Artificial surfaces,41.192372000000006,KM2
247782,CHL,Los Ríos,Bare area,78.134124,KM2
247787,CHL,Los Ríos,Inland water,1025.790532,KM2
247837,CHL,Arica y Parinacota,Tree cover,8.655808,KM2
247842,CHL,Arica y Parinacota,Grassland,478.851664,KM2
247847,CHL,Arica y Parinacota,Wetland,3.8641999999999994,KM2
247852,CHL,Arica y Parinacota,Shrubland,1815.1693080000002,KM2
247857,CHL,Arica y Parinacota,Sparse vegetation,6223.371384,KM2
247862,CHL,Arica y Parinacota,Cropland,42.351632,KM2
247867,CHL,Arica y Parinacota,Artificial surfaces,96.68228400000001,KM2
247872,CHL,Arica y Parinacota,Bare area,7982.741644,KM2
247877,CHL,Arica y Parinacota,Inland water,53.403244,KM2
247927,CHL,Aysén,Tree cover,66419.41528,KM2
247932,CHL,Aysén,Grassland,7201.091268,KM2
247937,CHL,Aysén,Wetland,40.18768,KM2
247942,CHL,Aysén,Shrubland,4897.255228,KM2
247947,CHL,Aysén,Sparse vegetation,5286.5347360000005,KM2
247952,CHL,Aysén,Cropland,5038.607664,KM2
247957,CHL,Aysén,Artificial surfaces,9.505932,KM2
247962,CHL,Aysén,Bare area,11293.356352,KM2
247967,CHL,Aysén,Inland water,6840.484124,KM2
248017,CHL,Santiago Metropolitan,Tree cover,893.9440279999999,KM2
248022,CHL,Santiago Metropolitan,Grassland,340.04959999999994,KM2
248027,CHL,Santiago Metropolitan,Wetland,3.2459279999999997,KM2
248032,CHL,Santiago Metropolitan,Shrubland,7649.9567400000005,KM2
248037,CHL,Santiago Metropolitan,Sparse vegetation,2614.595004,KM2
248042,CHL,Santiago Metropolitan,Cropland,1748.5505,KM2
248047,CHL,Santiago Metropolitan,Artificial surfaces,791.6972959999999,KM2
248052,CHL,Santiago Metropolitan,Bare area,1340.954684,KM2
248057,CHL,Santiago Metropolitan,Inland water,32.07286,KM2
248107,CHL,Ñuble,Tree cover,6160.771344,KM2
248112,CHL,Ñuble,Grassland,98.227964,KM2
248117,CHL,Ñuble,Wetland,0.6955560000000001,KM2
248122,CHL,Ñuble,Shrubland,2139.452972,KM2
248127,CHL,Ñuble,Sparse vegetation,306.43106,KM2
248132,CHL,Ñuble,Cropland,4201.54466,KM2
248137,CHL,Ñuble,Artificial surfaces,53.403244,KM2
248142,CHL,Ñuble,Bare area,121.104028,KM2
248147,CHL,Ñuble,Inland water,23.95804,KM2
248197,CHL,Bío-Bío,Tree cover,17946.272208,KM2
248202,CHL,Bío-Bío,Grassland,83.544004,KM2
248207,CHL,Bío-Bío,Wetland,4.2506200000000005,KM2
248212,CHL,Bío-Bío,Shrubland,2316.5879,KM2
248217,CHL,Bío-Bío,Sparse vegetation,422.74348,KM2
248222,CHL,Bío-Bío,Cropland,2570.0021359999996,KM2
248227,CHL,Bío-Bío,Artificial surfaces,196.91963199999998,KM2
248232,CHL,Bío-Bío,Bare area,120.02205199999999,KM2
248237,CHL,Bío-Bío,Inland water,358.98418,KM2
248287,COL,Antioquia,Tree cover,44296.87028,KM2
248292,COL,Antioquia,Grassland,78.82968,KM2
248297,COL,Antioquia,Wetland,104.33339999999998,KM2
248302,COL,Antioquia,Shrubland,6650.597336000001,KM2
